ax,ay,az,gx,gy,gz,tg
-502,6664,-198,894,-2074,-1423,1
-39,-266,-323,79,-4558,627,1
-1180,-12172,3770,-2920,-2496,343,1
-4749,-16884,21197,-764,-322,-78,1
-4000,-14234,4454,3708,1914,3590,1
3387,-6014,-848,1747,2099,2829,1
2872,224,-3042,245,1846,3188,1
1112,10877,-3097,-1816,97,3719,1
4898,15784,2537,-372,-234,2791,1
1846,12360,2414,1897,1963,461,1
3855,6934,-1238,2786,1731,-1186,1
-1273,701,-1716,1582,-1676,-529,1
-2910,-9561,78,-1443,-1179,1944,1
-2534,-14544,12322,-3333,584,2163,1
-5115,-16840,15041,1775,2338,953,1
-49,14613,-1419,-1245,-936,-700,1
-417,15706,-1422,868,-17,-2528,1
-4172,9774,-1727,2521,-514,-2286,1
-1218,6033,-4241,1257,-401,-253,1
2567,2226,-2939,-1375,460,169,1
7897,-5912,-2152,-3867,134,-351,1
5800,-15091,6097,-6064,4198,-5007,1
-22314,-19995,13514,-1211,5159,-1896,1
-197,-10438,1865,2703,-3962,8392,1
9858,-1595,1177,406,-1219,759,1
-531,3332,-672,-206,4189,1799,1
160,11950,-513,-1428,3717,1090,1
-1756,15157,-719,666,-375,884,1
-319,12754,-729,1550,-1331,-532,1
-531,8334,-2094,725,937,-560,1
3318,3344,580,-933,4452,44,1
6043,-4504,-1431,-1991,4837,-1041,1
6464,-15277,4890,-850,1692,-8379,1
-26660,-24395,9083,2028,-1720,-4494,1
377,12699,-2952,-1378,-7427,1346,1
-1986,13493,-1839,-403,-12734,771,1
-1807,11090,1053,106,-14810,1874,1
7276,8336,2468,2053,-12544,918,1
4639,2392,-1167,3028,-5294,-5178,1
797,-4245,-7613,1379,-7767,-2981,1
-1839,-14825,954,-5422,-10719,3819,1
19301,-17432,27928,-5149,4934,6860,1
5642,-11595,2830,6020,7714,-4536,1
-6242,-5422,-7063,4079,-3303,1048,1
2174,705,-2543,-95,1355,1070,1
-3309,9672,-3448,-2380,3088,2186,1
838,13873,-49,-2790,1137,3368,1
1355,13670,2405,-951,-936,1358,1
5642,9490,620,1068,-4515,-174,1
3975,4453,-2073,1268,-4213,-3123,1
3553,-1266,-5518,344,-3446,-3559,1
-4511,-15312,-4411,-4391,-3822,-838,1
11434,-21807,28898,-7359,2048,7008,1
12974,-14020,9019,6854,10927,-4061,1
-8521,-8650,-6600,6360,697,-1859,1
1980,-139,-4133,1322,28,834,1
-3142,10787,-3745,-1497,5531,1855,1
1645,16315,-878,-2234,5522,2693,1
381,15699,-130,-400,2703,356,1
1139,4189,-2680,2743,-5632,-3199,1
3402,-2529,-6493,380,-3918,-2268,1
296,-16209,-1393,-6228,-711,260,1
10904,-21136,-32550,-4029,7596,4288,1
4674,-13680,2079,6353,9233,-3075,1
-3306,-6631,-3736,5437,-235,2092,1
3722,1192,-4279,1300,1841,-378,1
-3719,10925,-3298,-920,5374,978,1
233,17090,-1773,-2375,8571,1894,1
-18,14741,2476,-1391,11977,523,1
4928,8901,1111,936,10233,-252,1
945,4246,-381,2898,4822,-1980,1
4168,-2460,-428,5073,-2799,-8,1
7630,-12642,-1949,-1063,-3811,-3352,1
-11684,-24438,21938,-4427,7878,-8056,1
-11525,-14761,6774,-430,13897,5382,1
8404,-3784,-984,-143,6552,3890,1
-426,3390,-236,-735,6517,2936,1
1947,10889,-2892,-154,4260,2399,1
730,13107,-4095,1413,-1794,3798,1
3045,11824,-4190,2905,-7718,3355,1
533,6224,-5534,4001,-15031,3466,1
3287,2803,-6328,434,-16849,5097,1
11672,-1952,7755,-4917,-5710,107,1
-5898,-7862,19180,511,1069,-5867,1
4639,-5689,3684,5030,1303,2592,1
3672,-2227,-1121,1946,2847,-1282,1
-2632,2429,-3499,1703,2426,-1350,1
-5937,9023,-7980,1562,-1641,499,1
-3912,11221,-8853,94,-2776,3020,1
-302,9864,-5608,-483,-3136,3136,1
3382,6541,-1451,8,-4008,1436,1
2885,113,182,2734,-2494,74,1
-669,-6349,-4234,2009,-3425,1746,1
5181,-8371,9679,-7038,-3012,3705,1
10977,-10539,23889,-103,4416,-2033,1
-3980,-7611,793,3224,3250,-174,1
3506,-1894,-5046,-531,-311,194,1
433,6309,-6993,-3681,1052,-490,1
-3329,12361,-5762,-5200,4,-883,1
-2052,15109,2420,-4824,-1904,-1107,1
-1923,10147,6897,248,-664,-3099,1
-6529,3689,2938,3821,-91,-1455,1
-926,-113,81,4396,-2769,2208,1
4524,-3603,11316,1611,276,2633,1
-199,-9997,8575,4551,2158,1949,1
5321,-5338,-2131,2115,902,1189,1
3062,-2035,-4010,-173,4120,-830,1
-1562,6354,-9440,-2655,3136,-638,1
-3334,11632,-7236,-5045,100,-1353,1
-2922,10924,-3538,-4987,957,191,1
2467,9353,4599,-1135,-1008,1628,1
2843,5306,27,4491,-1453,-946,1
-280,1184,-6718,3846,-3633,-245,1
1333,-4012,-8737,-1385,-5562,303,1
7968,-10629,5443,-10498,7192,1119,1
6833,-16738,18868,-7396,19376,-9265,1
-22155,-12727,8667,3422,924,-1315,1
9067,-2002,-308,1212,-2515,4120,1
3874,5129,-3248,-2634,8341,-1774,1
353,14157,-50,-3597,7369,-2640,1
-4829,10050,-2075,273,12174,-5823,1
-8264,5428,-10169,609,7468,-2277,1
-1832,3014,-4892,-2194,-1026,759,1
2900,-3316,-782,-4936,450,126,1
6677,-14182,5911,-5602,4235,-4915,1
-21583,-24969,6576,1660,-696,-4464,1
-2141,-12872,2793,374,-4258,9960,1
12037,-2915,4442,-1176,3486,3985,1
3584,1590,3630,-1609,3623,829,1
1410,10958,1475,-303,1,-1279,1
-1317,14843,3750,1623,-2332,-2092,1
-2993,12254,173,3761,-601,-4026,1
-5511,7182,-984,4084,-210,-1963,1
-2932,4437,-3612,2337,-1219,668,1
3920,497,769,-1037,-4848,1984,1
14126,-9230,7296,1283,-3830,-2926,1
-11557,-23975,4032,4197,-3018,-13083,1
-18210,-18932,2546,-774,1188,7386,1
7900,-8017,654,-1343,3856,7584,1
1750,1059,-244,-1011,1984,676,1
-396,9604,-1751,-1697,-494,3220,1
-138,13652,1817,-1092,-724,3193,1
6122,14527,3605,-323,-18,2176,1
4618,9422,4378,2615,-1372,-1821,1
6937,-5459,3886,5445,-6017,-3500,1
-570,-17527,3245,1151,-2514,-9214,1
-24876,-25469,7896,-382,5958,-5534,1
-3467,-11172,1471,494,3470,8167,1
10198,-510,-2260,-1327,-1597,3262,1
521,6377,-819,-1565,5419,-523,1
-4664,11215,-1492,-1369,2588,404,1
1755,14696,937,509,-1989,2611,1
4990,12316,2495,2196,-2040,-242,1
730,5458,1376,3411,-2867,-2470,1
1741,-1726,2033,3651,-5690,-1313,1
2830,-13026,1966,319,-3680,-3870,1
-17718,-24595,7630,-565,7108,-6930,1
-7132,-12139,2067,-251,1809,8719,1
11692,-1164,-1405,-971,-1142,3520,1
2483,6251,-1157,-2630,4553,-365,1
-2772,12939,2534,-1971,2000,47,1
1828,15424,3359,1667,-853,1132,1
2076,12076,722,3800,-718,-1465,1
-2562,5500,-4148,3133,-724,-2037,1
744,651,-1780,-36,-2277,-628,1
7263,-11700,6143,308,527,-2419,1
-6166,-22060,1431,1747,1993,-10167,1
-20423,-17319,755,-3480,2116,4469,1
11772,-4807,3409,-2185,-1771,6224,1
3214,2524,1722,-2478,3116,-355,1
-1296,10074,1789,-2871,3322,-1287,1
-5098,14711,3121,-615,-732,42,1
-1582,14617,2482,1378,-1274,93,1
-1956,8992,562,2433,-816,-430,1
-2408,4263,-1126,2269,-3869,1108,1
6204,-3410,3043,1128,-6595,-310,1
2872,-16832,7220,2535,-726,-7174,1
-13433,-18962,17451,723,-348,69,1
3686,-10575,4677,4437,-107,5032,1
538,-4986,-454,3248,3375,1128,1
1443,-575,-1452,1796,1376,3593,1
1694,7091,-3176,-92,1684,1858,1
-1123,13184,-1319,-476,1778,398,1
2,14239,-3376,425,2067,-1272,1
-319,10135,-1858,1155,-762,-1116,1
1978,6786,-1744,999,-3093,-552,1
3029,3278,-1541,-475,-2691,-1031,1
7747,-1390,71,-2074,-455,-2365,1
5062,-14127,3960,-3548,1924,-5934,1
-13945,-17944,17344,-2025,1133,-4141,1
-4660,-12674,7419,3557,2920,5120,1
-1007,-1387,-1808,249,4063,3725,1
610,7379,-1954,-1684,2988,2615,1
-2399,14237,-239,-917,2002,1766,1
1769,16252,-2276,258,1636,586,1
1689,11649,-928,1203,527,-545,1
2433,6966,-92,1069,-827,-1257,1
5564,2228,-1840,-58,-1069,-1307,1
10937,-5686,1731,-2198,-1295,-3322,1
741,-21224,10178,-2317,4745,-10933,1
-28263,-20934,5778,375,5864,3003,1
6887,-8997,-1726,451,-1837,8913,1
873,-947,1152,191,1737,1971,1
21,6001,-3334,-672,6,3912,1
-2884,14051,-1469,-1107,-998,1716,1
1508,16398,-4386,429,-2149,2014,1
3599,12499,-2311,939,-4364,156,1
5053,7375,-1178,1121,-7065,-1145,1
5190,1904,-2465,198,-7819,-1896,1
8729,-6600,-1044,-2993,-10403,-1933,1
-17,-19503,17001,-5033,-7080,-4041,1
-48,-9843,-1150,4139,1682,3880,1
2589,-1400,-979,2780,-3694,2186,1
3,6207,-4615,1752,-3168,2226,1
-2293,13062,-3854,222,-2482,1390,1
109,15797,-10762,-817,-1392,1790,1
1437,11101,-7599,-2735,-4245,2428,1
6391,6142,-4328,-3359,-9497,1697,1
7822,539,-3017,-3275,-8017,-159,1
5332,-14221,386,-6197,-1595,-2051,1
-3450,-19698,23066,-8429,-800,1214,1
5190,-14307,18313,5134,-169,1957,1
-3863,-10648,198,6039,3409,-1297,1
803,-2916,-4322,3039,506,751,1
-317,7289,-4605,1139,-871,657,1
2715,15747,-4086,63,-272,1946,1
1391,18099,-9236,-711,2967,-376,1
3988,11453,-7175,-810,-2028,-287,1
4051,4986,-4553,-867,-7186,-1983,1
3024,-2797,-6390,-2330,-6851,-1116,1
225,-18833,2546,-7842,-854,1696,1
3204,-13814,4273,7181,4209,-853,1
-2297,-7567,-1874,5117,-2967,680,1
3283,-1243,-2143,2463,1315,-322,1
-573,7050,-5804,-283,3148,1028,1
4083,16043,-419,-1392,4221,2344,1
2947,15997,-3993,-699,5249,-840,1
6110,10567,203,1467,-328,-1983,1
1764,4251,-1579,2679,-4480,-4237,1
3425,-2044,-2399,1411,-4640,-2277,1
1592,-12616,857,-4685,1701,-1456,1
-2835,-17395,24674,-6797,8810,-635,1
-3262,-14408,9820,5050,6517,2618,1
1737,-6882,-1293,3244,-3604,3644,1
3458,-512,-716,1967,790,1251,1
-865,8144,-5050,-1031,2792,2072,1
-77,13771,562,-2108,4577,2976,1
1953,15019,-1114,-506,6690,2069,1
6140,10024,-434,2254,1598,85,1
2143,4274,-2925,2777,-4245,-1385,1
4682,-2361,-3730,1239,-7596,-180,1
123,-13644,5998,-4538,-2388,-374,1
-3827,-17204,28753,-1453,4760,772,1
-1921,-12259,2744,4537,5540,3340,1
3857,-4616,-2828,526,537,2372,1
552,781,-2677,-295,967,2327,1
5180,15800,3727,-1263,7001,2398,1
5048,13791,829,2445,3041,-662,1
941,5622,-2689,3185,-3539,-3974,1
323,575,-1345,1626,-6394,-952,1
2284,-8406,964,-1703,-909,-869,1
-6980,-14900,13430,-3642,1313,-864,1
-3796,-14708,14369,3776,-2105,2724,1
2050,-7222,892,3396,2664,1883,1
1430,-1379,-2386,1608,4289,181,1
-884,8445,-5585,-429,158,1371,1
963,14284,1404,-1009,-510,1201,1
1729,14062,3746,2396,655,-596,1
500,8202,804,6430,-2195,-1310,1
-383,893,-4704,6811,-5911,-1026,1
2024,-3263,-1611,1413,-6914,3375,1
411,-9929,21986,4355,2521,-1664,1
-540,-7116,1363,5893,-1922,2696,1
1945,-1471,-2804,2503,-150,-1771,1
-2397,8290,-7620,329,1855,-132,1
-2797,12264,-6065,-216,4150,-1121,1
-3265,8849,-4880,1669,742,472,1
3268,6672,-3766,2927,-1983,-24,1
1878,2112,-3298,2257,-3193,-1161,1
192,-5454,-1806,-978,-4563,1368,1
3702,-7220,14327,-4033,312,1894,1
2656,-9805,18099,1459,5948,-1099,1
-1357,-5923,-1203,2344,243,1739,1
2238,1111,-5140,-625,-38,382,1
-1808,11592,-8291,-4339,1651,164,1
-1725,14177,-1600,-4956,3551,63,1
-2938,10459,948,-968,-582,-36,1
2329,5830,-2792,1854,-3200,-257,1
1448,-103,-3736,-574,-3839,276,1
1878,-8662,4789,-5051,246,728,1
1064,-9513,25689,-2256,-1453,2686,1
0,-5489,-4609,1579,3758,-3051,1
-1256,2111,-6020,-207,368,117,1
357,12087,-6962,-3054,-136,680,1
-142,15259,-2289,-1996,2022,152,1
-82,11699,-3068,485,260,-1449,1
805,5180,-6296,176,-3242,-1932,1
359,-3990,-4032,-2523,-3292,-488,1
914,-13048,8953,-6161,2040,2038,1
-2411,-14246,28722,-153,-443,4492,1
3921,-8871,4530,4015,1597,1084,1
623,-2711,-3575,2452,859,989,1
591,10565,-5713,-1148,1298,1309,1
3232,17697,-3263,-755,3563,1240,1
2677,13099,-5724,321,1054,-1975,1
2746,6703,-4649,-66,-3770,-2959,1
62,-1699,-2661,-2355,-2125,-2167,1
-3494,-13274,5714,-6018,1707,1738,1
-3293,-12908,22344,-1518,-3576,4276,1
3451,-10068,6408,3648,-935,2017,1
467,-3868,-2204,2428,1316,1545,1
328,7590,-7402,-876,2895,2659,1
5458,16922,-4391,-2431,4158,3841,1
9384,14842,-3046,-1785,-408,-1886,1
2650,4914,-2439,-1443,-3740,-5196,1
-2591,-5269,502,-3861,-2092,-2816,1
-3101,-14975,21772,3622,-2113,4143,1
547,-9616,244,4990,2583,2093,1
3374,-2847,-4427,3113,1800,1447,1
3624,13965,-5071,-622,3142,5735,1
11770,17638,-3898,1271,3268,2160,1
8983,11410,-3578,1276,-858,-4405,1
4212,3038,-1142,680,-3405,-6220,1
6012,-4278,-1815,-634,2886,-5995,1
-5400,-15758,5746,-2335,-3010,-6731,1
-5745,-16081,26701,827,-4701,498,1
7032,-8991,1790,3768,10455,-2899,1
-6750,1959,-5912,2063,-273,243,1
1187,13585,-3614,-86,-2986,-256,1
822,14516,-6387,-16,2944,-1235,1
2214,11096,-5526,-1061,-86,-1650,1
-1638,-9684,4139,-3791,-7208,-2956,1
-2619,-17852,-32550,-1476,-2451,3461,1
6179,-13833,6336,8276,8191,-272,1
-4258,-4870,-5173,4073,-624,2104,1
5569,7536,-6003,3259,359,-1314,1
6713,12400,-15555,865,2482,-1345,1
5128,11673,-11678,-2900,-633,-3102,1
3602,5592,-4708,-3191,-6005,-4707,1
1517,-7303,3149,-4816,-3604,-5153,1
-5125,-17523,23698,-6353,14794,-3988,1
-20622,-18816,15988,3382,8253,1433,1
2684,-6218,2981,4413,2339,5696,1
2463,2647,218,2812,5083,3510,1
13341,10041,-3326,2606,4238,3071,1
13440,12442,-6292,2358,4808,-346,1
12251,9660,-3207,3215,2845,-5834,1
-1876,493,-2031,3822,-2426,-7154,1
4133,-8679,4391,1232,9760,-6662,1
-4153,10929,4898,-609,533,1957,1
-135,10191,5145,1472,-752,762,1
2611,7692,1943,3806,-3509,-2308,1
2641,4587,-2825,2649,-3534,-2795,1
5743,421,-6946,-2179,296,-1731,1
6784,-14367,2824,-3927,-33,-3977,1
2327,-25485,18299,2703,-842,-2851,1
2238,-8190,-2449,-230,6261,3525,1
-1188,-904,-1839,-115,3710,3420,1
-1985,7383,601,75,1013,1887,1
-5239,12674,1900,444,706,1170,1
-4093,14113,-813,-351,-185,305,1
1530,10392,3998,1114,-2690,-1793,1
2234,6464,1277,3146,-3997,-4383,1
9078,-11664,-2956,-6344,-48,-2279,1
1569,-27850,18701,-614,-448,-2406,1
1935,-13622,3207,1757,2224,3641,1
2102,-2332,-2789,34,2822,2996,1
-2061,5235,-568,-1453,1770,3272,1
-4173,11636,5614,-1723,1742,2323,1
-3372,15005,3713,-493,1696,1152,1
-311,13353,1904,761,-620,-1162,1
265,7130,-1043,2627,-4884,-3706,1
4992,3223,-6410,1704,-5825,-2811,1
14291,-12637,1276,-6050,-518,-4807,1
-2801,-32720,19693,1335,872,-2268,1
6703,-11368,573,1354,4765,5532,1
694,-2519,-2682,670,2626,2698,1
-3108,6080,-2258,604,-451,2498,1
-5402,14203,1824,-394,-1120,2554,1
-2573,18362,-1241,-1819,-535,2146,1
3779,12963,5922,-129,-2303,-1456,1
-24476,-32721,-3964,-5635,9700,8463,1
7575,2406,-4135,2277,-8631,-5742,1
-3352,-29886,11531,-3469,2327,-2768,1
-199,-15346,2923,-4111,5314,6305,1
4970,-704,-2855,-672,2238,3482,1
4414,3290,2072,2612,-3109,-1727,1
-1759,3635,864,-1200,314,-509,1
-1927,5384,3968,-3669,2859,505,1
-2915,3192,4791,-2193,1798,-461,1
-5066,2240,3806,-1419,1153,483,1
-3106,3318,5056,-402,371,1496,1
-3248,5384,2197,-1080,330,1834,1
-834,4543,2199,1305,-1868,-1101,1
-961,-250,372,2284,-5509,-2262,1
4144,-7495,1197,-43,-2138,-1711,1
-1935,-16938,7179,1333,-1644,-1264,1
-2488,-17500,2938,3792,-754,3228,1
4870,-4668,-2737,2017,969,4142,1
2176,110,-3223,1284,-14,3167,1
-1052,6814,1318,859,-2589,1597,1
-893,9875,4793,2629,-4071,1129,1
721,12101,2079,3488,-4461,1546,1
3434,7198,517,3188,-1782,-5491,1
-1597,1200,-5149,3134,-5114,-5013,1
1593,-5145,-10714,-1880,-5349,-2751,1
10542,-18551,12437,-2193,-6320,-1916,1
10734,-17049,15048,2695,-782,765,1
-14,-8859,-3025,-363,4257,3570,1
-1037,-1424,-2043,3467,-2649,2324,1
-3925,7543,-1573,2129,-4324,3140,1
-1911,14376,1861,-36,-1900,4319,1
1288,15481,1971,-698,-1349,2535,1
6273,13766,2853,1043,-2478,-2767,1
-297,4533,-715,1166,-3765,-5624,1
-4442,-4193,-6003,1226,-5381,-1659,1
14601,-13601,4742,-1513,-3872,1645,1
23467,-12182,15248,1717,2274,-882,1
2899,-11556,-3220,1485,6712,-2552,1
-1698,-4456,-6072,2116,-37,-1288,1
-3999,1625,-4630,2665,-1501,1138,1
-7080,11044,4223,328,-615,4380,1
-1100,16277,2981,660,1604,2971,1
2821,7346,-232,665,-1973,-4464,1
-2570,960,-6065,943,-2757,-4051,1
352,-6404,-6692,-1368,-5224,39,1
16044,-10764,4048,-396,-4332,689,1
19916,-9028,7684,-1550,4164,-690,1
1747,-9599,-3182,-774,5948,-1089,1
-433,-3968,-2417,2450,-517,-1843,1
-6573,2785,-2190,1573,-2082,-461,1
-7311,12843,2931,-1641,174,4096,1
-3922,15111,1912,-1920,1006,2495,1
4046,12423,2259,-157,-1670,-2173,1
-1335,3781,-4256,-471,-2710,-4512,1
-1526,-2876,-6171,-3059,-2681,1126,1
10473,-8936,-1648,-3412,-3032,1394,1
19320,-11514,11657,-927,-2463,247,1
12653,-7905,3181,-3190,8932,41,1
-1311,-7094,-4011,-748,5550,-699,1
-1988,286,-3308,3083,-2339,-1680,1
-5947,7053,263,-318,-823,1305,1
-4290,14403,1600,-2492,1495,3488,1
2347,9324,1069,-333,-3477,-4293,1
-2662,1936,-2993,-69,-3984,-3873,1
1693,-1625,-9062,-2832,-2643,-408,1
11048,-13773,-326,-2381,-5448,-416,1
21786,-12195,13297,-867,269,361,1
7085,-8776,-385,-3232,11515,27,1
-2120,-4508,-5706,1107,1128,-410,1
-1840,3046,-2441,2282,-3093,-1637,1
-5488,9018,5336,-910,1073,2415,1
-6099,14796,2439,-1604,3779,3207,1
-2266,14762,-944,-398,104,507,1
881,9046,497,1567,-5727,-3926,1
-2712,1576,-5436,103,-3305,-2117,1
5884,-9071,-8494,-3278,-2352,277,1
18780,-15201,11011,-933,-5978,1263,1
19312,-10049,9979,-70,7044,-716,1
-2720,-7943,-6578,-130,6361,945,1
-201,1020,-3993,3273,-1539,133,1
-4976,7798,-1205,758,-1128,1108,1
-4776,14342,5340,-1766,4538,4081,1
-2883,7423,3805,1700,-4198,-3900,1
-2897,3243,-1985,1958,-4323,-3340,1
868,-1480,-7996,-570,-1654,-18,1
8887,-15148,1532,-456,-5678,956,1
24960,-9073,9705,1575,-238,748,1
8224,-8505,-946,-2200,10696,912,1
1159,-3555,-4523,2127,2905,1939,1
1119,4824,-5067,760,876,893,1
-4859,9129,2168,-1272,919,1904,1
-6243,12987,4659,-1933,3282,2902,1
-2763,12103,6005,-410,2548,1603,1
878,8487,3336,3217,-2495,-3523,1
-2667,2030,-2991,3039,-3298,-3720,1
6334,-8865,-7802,-926,-1462,-214,1
23021,-14996,15674,2056,-3454,951,1
17723,-8611,1446,-1105,9600,-144,1
-2515,-8101,-6921,-1884,7921,1034,1
-499,1129,-6442,3322,-662,-343,1
-5360,7114,-2440,-2498,1076,2004,1
-5308,10125,8099,-3268,3062,3587,1
279,10508,4817,303,2096,-904,1
-2176,4263,1147,2739,-1027,-4101,1
-3139,538,-7575,995,-217,-1249,1
6574,-9372,-7580,-3048,1447,1805,1
22644,-16696,20639,27,-2417,771,1
11886,-7776,-1084,-643,10277,-252,1
-4182,-5152,-5291,-2533,4517,2051,1
-2326,5889,-2105,1354,-1499,-275,1
-8615,7959,4221,-1287,-2667,370,1
-8767,10149,6555,-2618,2175,2667,1
-3342,9819,7014,-102,1491,1263,1
-895,6341,2763,4085,-2760,-3593,1
-3551,1903,-6460,2734,-4412,-2936,1
1261,-5808,-8371,-163,-4433,785,1
17582,-9183,6595,-1034,-3696,2915,1
21257,-6606,13164,869,2091,-1330,1
1078,-5449,-5296,-434,4254,-2708,1
-4621,-825,-3202,364,-956,-1102,1
-5346,3171,1821,-87,-2420,-1162,1
-7839,5526,3999,-721,-760,-666,1
-2290,3056,2953,3923,-6057,-1446,1
5722,-959,3580,4387,-3982,-332,1
17987,-6380,9038,6186,-2844,-7562,1
18244,1555,4876,-2105,-576,5597,1
805,-165,-3807,2241,221,-4833,1
-8746,12,-4059,365,-1714,-1335,1
-7245,1613,-1890,-2868,-964,906,1
-8750,497,708,-1329,-4464,795,1
-3244,81,2266,-406,-5894,2252,1
4504,-1787,4322,544,-3591,3364,1
19036,771,12881,2792,-1906,4472,1
20456,5832,7358,3005,190,-1113,1
11023,3208,2933,2620,1677,-3938,1
-32716,-24698,16414,-5306,1131,-26627,1
-4299,-3253,-21593,-1385,-2568,10839,1
7084,3226,3623,-4257,3852,-2142,1
-14090,-7700,-6985,-387,-3128,-2265,1
-1391,-3034,-57,-5009,-1213,3504,1
-2473,-3194,3424,-3195,-2404,3954,1
4990,-147,6210,874,-5316,3504,1
14477,6358,7259,2400,-2075,945,1
13234,5336,5207,1719,824,-1291,1
9686,799,4824,1181,2016,-4127,1
15116,4036,-5057,2014,3054,-4967,1
-31957,-8740,-28679,3162,-2433,-81,1
10894,848,2018,-6075,5680,2413,1
-7489,-5049,-5883,-495,-1909,-2253,1
-2833,-1330,-2538,-2685,-827,2560,1
-2650,-916,3464,-3201,-727,3711,1
1423,1333,4623,-340,-3627,3891,1
13772,5157,10060,250,-397,3949,1
19793,7195,12028,2650,-418,-903,1
12272,4894,5771,2344,2244,-2755,1
2933,-2035,-6560,2784,-663,2338,1
772,1155,-1915,-871,1208,3533,1
-1852,7212,3394,-3269,917,2898,1
-3953,8245,9580,-1873,-47,1144,1
-2675,8397,11457,884,-290,-350,1
-1400,6054,7407,3883,-770,-1703,1
1376,6068,2114,4471,-1677,-3087,1
2402,3543,-1814,2205,-1608,-4249,1
6732,-2238,-6925,-72,-527,-4420,1
4399,-18522,-1881,-6016,-136,-4242,1
-7119,-27605,7853,-2486,3608,3290,1
6511,-9057,-2511,5274,-141,4997,1
1621,-65,-4413,3018,-1569,2542,1
-159,5055,267,1165,-982,2323,1
-2858,11226,4739,416,-956,1679,1
-1855,13852,4389,1041,-339,231,1
-153,12039,3455,520,-203,-2250,1
-2177,6324,3813,833,-678,-3353,1
-573,3367,-1242,980,-1230,-2835,1
2483,-22974,1650,-10645,1975,-2011,1
-5294,-27607,9701,1946,-505,4041,1
8058,-4482,-7099,6661,-1275,3306,1
1541,588,-3559,1185,-1158,2786,1
-2825,7253,2140,-1309,-416,3197,1
-2285,11034,8902,-1094,-383,1717,1
-2430,13342,8784,402,-343,-341,1
-1285,9328,5356,1942,-698,-2807,1
-1328,4881,1296,3426,-3533,-4036,1
2021,2668,-4663,2350,-5014,-3826,1
11184,-6187,-11099,-4755,-891,-2584,1
2638,-29394,12260,-7494,772,-2049,1
231,-21442,6770,4604,-1273,3672,1
3726,-1388,-9194,3615,-2586,1125,1
-2917,1737,-912,1599,-2264,1663,1
-3390,16008,4065,513,-4474,425,1
970,14361,4193,-1487,-3024,-577,1
1297,5734,8101,-3,-2452,-3074,1
1762,3687,488,2714,-4199,-4382,1
4673,630,-8977,178,-5407,-4469,1
9196,-15921,-4711,-5738,-3507,-3052,1
6651,-26618,14575,-2917,3687,462,1
5832,-10784,-1718,5080,2256,1287,1
-190,-3016,-5010,3955,894,394,1
-4108,2960,-1157,2627,-690,1500,1
-6017,10834,5557,606,-863,3467,1
-3436,15624,3064,643,-285,3066,1
4732,14854,1158,-18,-1263,-624,1
3502,7218,1841,1311,-4762,-5577,1
1661,2565,-4335,2144,-7083,-6002,1
4089,-6436,-9824,-2673,-4121,-2537,1
15473,-19258,9651,-8332,2230,2280,1
9448,-19124,12961,1636,4924,2505,1
3737,-5355,-6333,5637,344,-815,1
-1197,-1095,-3572,4816,-1133,-1159,1
-6590,15746,2037,279,1975,3808,1
-3637,17694,677,-1520,-659,543,1
2761,8345,5899,1760,-5520,-5274,1
-154,2532,156,3822,-5060,-5944,1
1258,-1764,-9074,2082,-4876,-3335,1
10845,-7665,-3235,-3057,-3641,1622,1
21015,-14024,11302,-2967,2958,312,1
6817,-9673,-322,79,7326,143,1
1577,-5298,-2816,2172,1304,-153,1
-670,-11,-227,2940,1540,-88,1
-5205,7771,1272,2601,-97,847,1
-3076,12587,3932,3700,-1504,-681,1
-3658,13726,876,2279,937,-1055,1
-420,10312,-2010,1308,460,-3299,1
-2999,2442,-1236,2805,-1836,-5521,1
-3064,-2739,-4118,2761,-3659,-2158,1
7013,-6805,-1346,-2578,298,3136,1
18791,-12499,13962,-2436,3271,1855,1
6855,-8794,1701,2041,4301,-925,1
-851,-4889,-2761,901,2723,1031,1
-6602,13415,-3729,3435,-474,3345,1
-3710,16823,-7798,-384,-273,2654,1
2387,11628,-133,-156,-2717,-1327,1
855,5516,-676,937,-2878,-3907,1
-2042,-1324,-3674,-644,-2358,-1692,1
4553,-10126,-2762,-4873,-2508,4225,1
23232,-13118,17339,-4454,6336,3612,1
11278,-9724,5581,1784,5416,-2502,1
-4878,-5083,-6347,83,-1453,-1194,1
-4270,1070,-2906,1438,-1972,1232,1
-5676,8858,2278,40,-2307,3523,1
-2470,13227,3490,88,-518,2908,1
198,14500,1328,952,-669,1256,1
2079,10817,-1860,53,-3022,-2314,1
-871,3245,-464,-831,-3302,-2354,1
-738,-1348,-8696,-1269,-3521,-463,1
7147,-10645,-3023,-3482,-5296,3484,1
23539,-12061,11735,-3328,6285,3953,1
9374,-9856,1088,1070,4860,-2558,1
-3295,-7130,-4291,2703,-1195,-2061,1
-6007,8304,2850,987,-2033,2497,1
-4037,14261,3777,-67,1029,3783,1
-688,13876,-1072,-890,490,2517,1
1980,9460,-3772,-2493,-4886,-1038,1
-26,2675,-3630,-4153,-4981,-1437,1
-603,-3231,-7058,-5529,-2527,889,1
5340,-13786,-4959,-6774,-1644,3111,1
15155,-17463,9018,-3946,809,2777,1
6729,-7697,-1292,2601,4028,-745,1
-2293,-2240,-5419,989,927,-377,1
-1788,2410,498,1294,-404,653,1
-3913,10720,5239,182,-1229,3346,1
795,16374,5851,-1501,730,3438,1
