ax,ay,az,gx,gy,gz,tg
-7088,-19708,9759,3768,-56,12965,1
16484,-2826,-5409,5070,-6421,9844,1
7617,1845,-3324,-3632,4068,-2190,1
-4308,6532,-4206,-4574,3822,-3822,1
-4714,9690,-4571,-1702,299,-4379,1
-10739,12324,-4743,-576,-2365,-2767,1
-9011,9390,-2247,2315,-2877,1311,1
-3526,6367,-3210,2351,-1782,3316,1
1155,4198,-1490,3273,-3167,2000,1
9230,-8749,1436,4138,-14043,1761,1
15685,-16782,21972,-8949,-128,-3640,1
-14230,-17887,21614,288,9809,-2184,1
1010,-9972,-164,6811,-4842,10161,1
11706,-319,-4885,823,-3129,5358,1
-1626,2598,-3703,-4527,4739,-3057,1
-7946,7834,-2142,-4639,-729,-1625,1
-10347,11986,1515,-1291,-3961,-323,1
-5384,14483,3090,3294,-3111,2746,1
-314,10208,-3532,5505,-2343,1012,1
542,3303,-5035,3287,-6783,375,1
706,-2679,-7853,1709,-6005,-123,1
7651,-15267,-3314,-4854,-3454,524,1
11719,-20353,-32550,-8944,412,-1078,1
2173,-13619,25474,5393,8032,-1586,1
-1027,-8592,-8557,9147,-33,5752,1
7287,587,-2881,-117,232,7357,1
4776,2704,-2075,-3432,7944,822,1
-2302,9620,-3311,-872,5387,-3097,1
-4081,14349,-5738,402,663,-264,1
761,14684,-7443,1638,-812,125,1
891,9455,-4658,1403,-663,-1668,1
-577,5034,-2316,1782,-2932,-1892,1
-96,-226,-4806,2257,-3568,-1421,1
3925,-7319,-7268,-1530,647,1944,1
-7004,-23848,-32550,-5963,10247,-9023,1
-7802,-15606,4240,6860,1004,7536,1
11827,-1263,-5595,1753,-6545,9697,1
8955,4773,-1744,-1581,4281,-1518,1
-6552,9518,-3969,-2918,4549,-3614,1
-8620,13695,-4611,1117,-1690,2549,1
1987,16160,-6077,2371,-1578,2575,1
1294,10982,-4583,2458,1102,-1337,1
-2249,4438,-3190,2099,-78,-1142,1
-375,1101,-3118,3756,-3197,418,1
11484,-9836,4547,-7169,-6543,-518,1
5094,-21079,-32550,-9225,6816,-9168,1
-10061,-16260,12427,3093,7842,-152,1
1744,-4561,394,5073,-3704,9490,1
8286,653,-263,-1910,249,4898,1
1940,5383,-3755,-2409,4411,-1943,1
-7509,10298,-4031,-215,-301,701,1
-1731,14326,-8044,2360,-3659,3371,1
4390,12257,-6489,2509,-1244,629,1
1639,5862,-6021,1950,1121,-2939,1
-2535,2144,-3698,1559,-1134,-1823,1
1144,-1768,-4392,2018,-3718,1495,1
5249,-6816,-5639,-3062,-5205,2445,1
17723,-12896,32525,-11707,-81,-5774,1
-11431,-19373,29955,-1693,12114,-9938,1
-6666,-10609,5150,3986,-349,8101,1
10057,-1125,-1557,2616,-2615,6867,1
1677,2658,-3794,-1494,1566,-281,1
-2834,6712,-5724,-1972,-78,-630,1
-5322,11348,-5300,-1102,-1240,1379,1
-545,13523,-5109,-175,-1655,659,1
-253,8094,-2431,3421,-53,-1207,1
-1793,3504,-4878,3732,-1030,-415,1
-777,1501,-5345,2606,-2006,1269,1
2942,-2666,-4441,163,-3094,2031,1
6326,-8274,4057,-4441,-4611,2485,1
-4659,-17587,23278,1215,13025,-7542,1
-4668,-8204,983,3349,-1880,6676,1
6753,-601,-1761,1699,-3417,5571,1
1859,5614,-6324,-1793,2558,-1841,1
-6451,11450,-5346,-2719,797,-2252,1
-5673,14077,-2472,-783,-821,-464,1
-2920,10895,1967,3101,1336,-360,1
686,3927,-4490,6342,2512,-1280,1
-2522,1632,-7379,5166,488,-447,1
-576,130,-6157,3970,-1581,2482,1
4208,-2918,-7733,1599,-2786,3230,1
8052,-12354,3632,-5826,-5569,-329,1
8566,-9741,30266,-10121,2571,-2502,1
-3676,-12742,23393,-3722,5924,-4590,1
-2200,-5377,4273,5089,1197,-564,1
4530,3387,-3108,-3225,2628,4641,1
1202,6930,-3088,-4561,1593,-682,1
-2139,11340,-2496,-2278,3,-2790,1
-3810,14104,-1140,-1167,-1485,-2022,1
-3079,9392,905,1977,585,-1400,1
-3274,4174,-1178,3871,1562,-906,1
-3057,2090,-2459,3844,-62,646,1
-1552,-682,-1547,3368,-146,1699,1
3719,-5581,-1270,1465,-2567,4066,1
9189,-9234,8975,-5727,-6234,1536,1
-5725,-13387,13794,3786,12083,-4568,1
1776,-5023,-487,2484,-3144,6294,1
5249,1016,-2597,-628,-1953,2448,1
-536,6813,-5827,-3218,2167,-1335,1
-5332,12460,-2935,-3959,1344,-1706,1
-6871,15111,898,-2015,-352,-779,1
-3590,9676,4817,4492,-657,2359,1
1774,3990,-2359,8049,237,1053,1
-1541,1928,-7488,5684,-684,1035,1
1004,-747,-6526,2414,-3087,2583,1
3877,-6493,-5078,1009,-3042,1920,1
4311,-12001,3532,-8928,-6077,2319,1
11293,-16731,-32550,-9115,1448,-3826,1
-605,-9462,4410,1170,-4929,-3254,1
-4798,-12002,9533,-828,-4388,-1648,1
-1837,-9344,7590,1747,7485,293,1
-564,-5845,-429,1612,4231,1597,1
165,-2859,-575,-32,-1742,2525,1
1588,793,-948,-1353,-749,1805,1
2166,5633,-1422,-3063,3276,-550,1
-1096,9220,545,-3751,3357,-2330,1
-4932,10068,4873,-2018,709,-1088,1
-2988,7934,4980,1878,-2736,1312,1
-31,5175,1372,3837,-3542,1821,1
555,3370,-985,3703,-3501,1287,1
1008,1400,-2089,1854,-3072,696,1
1269,-369,-1432,-625,-1287,289,1
2054,-8409,5180,-1486,-1061,-2610,1
-4366,-11042,9147,-1072,-2010,-3099,1
-3035,-8867,8736,1103,3483,-201,1
188,-5389,-360,2226,5569,1258,1
-659,-3096,-1151,-1053,2261,958,1
-314,6,660,-1707,1205,1009,1
349,3291,-757,-2234,1678,653,1
1266,7558,92,-4517,2112,-517,1
-517,10137,4804,-4708,3556,-1882,1
-4568,11314,9253,-987,2486,-858,1
-2555,8339,4766,3490,-1868,1267,1
-662,5186,661,4911,-4740,1329,1
-579,1432,-2458,3849,-5815,1466,1
1820,-3423,-1154,-746,-799,583,1
226,-10724,7006,-1234,413,-2296,1
-3888,-11169,7965,4216,1883,1694,1
2055,-6601,-2906,2763,2349,2206,1
648,-2143,-1416,-295,1340,862,1
817,2138,-2900,-1135,2141,243,1
771,7760,-4490,-3383,2195,-1517,1
-1677,12655,662,-4190,2580,-2612,1
-4957,13077,5792,-559,2384,-914,1
-2691,8821,2563,3126,-252,1853,1
297,5819,-255,3403,-3448,2551,1
2217,2410,-972,3370,-5123,2335,1
5375,-11662,2231,-3463,-415,-3928,1
-6293,-19732,17259,-3597,5146,-8387,1
-12901,-13673,10198,3902,6510,2023,1
5292,-6764,-3799,2141,471,4648,1
3455,-1474,-250,-2606,5066,-325,1
-475,3777,-1744,-2918,6705,-1042,1
-900,10900,-2903,-2709,896,-1301,1
-745,14975,2071,-1338,-3259,-418,1
-472,13586,3543,2279,-2833,-608,1
-1623,8432,612,4802,-1897,254,1
1275,4508,-1873,4890,-126,287,1
-1164,482,-3868,3392,-1026,-543,1
550,-4686,2048,-1248,-3843,-122,1
773,-10633,17176,-2313,-248,-4137,1
-12827,-15971,14775,445,7302,-4089,1
-3907,-11831,4697,3142,2356,7855,1
9592,-4593,1247,884,-1329,4338,1
4031,-1034,5,-1164,3836,-1814,1
581,4957,-3625,-96,2675,-1893,1
-3026,11877,-8207,1046,-2807,-1709,1
-619,15029,-10277,444,-4059,-464,1
-1958,10964,-5134,-55,-138,-1254,1
-4798,6362,-2819,-95,2402,1098,1
-2166,2335,-522,1827,-3720,4262,1
2547,-2249,234,2394,-6618,5183,1
8355,-4825,8718,-3185,-4111,656,1
-2460,-17545,26929,-3908,7962,-11567,1
-21371,-12991,8156,3329,6406,4330,1
7072,-8510,276,3102,-8053,12238,1
13762,-729,-32,-802,536,266,1
-72,1812,-5677,-1804,4889,-3981,1
-379,7821,-8870,-2539,-969,-3837,1
-3286,12584,-8062,-2445,-2231,-3977,1
-5817,12036,-4627,-2086,350,-3067,1
-6319,8267,-592,585,1383,1503,1
-2276,4522,-2281,1776,799,3784,1
1186,-267,-99,2733,-4693,4939,1
11307,-7289,21596,-7028,-1616,-5955,1
-17088,-16323,22490,-689,13036,-10284,1
-7593,-12524,4881,4057,-756,9379,1
10960,-3271,-225,1505,-2711,4653,1
3103,799,-3874,-1452,5251,-2957,1
-4560,7947,-8378,-2834,1158,-2475,1
-4971,12845,-6715,-2391,-2733,527,1
11,13330,-3964,-714,-2619,1619,1
1783,8432,-2040,1815,-1331,1575,1
-714,3290,-4454,2914,-664,1094,1
1372,-814,-6085,1616,-5431,3743,1
2802,-5469,-3830,-3858,-9083,3402,1
8563,-12540,19394,-9719,108,-2688,1
-14695,-16493,31011,-196,7624,-5531,1
-5526,-11479,1831,7005,-1348,9069,1
-159,1183,-2224,-1050,5784,-1851,1
-2622,6559,-4963,-1316,1377,-522,1
328,12822,-5991,-891,-912,-278,1
-261,13437,-6379,-383,126,-693,1
1425,8814,-2543,1312,-912,888,1
2296,4754,-2739,3039,-1766,412,1
869,1435,-3862,2551,-3763,1327,1
2062,-2900,-4236,469,-5883,2223,1
7956,-9689,5969,-8660,-2237,-315,1
1490,-16922,-32550,-7074,3592,-9309,1
635,-7497,-1662,5306,-1518,6961,1
5161,-461,-1240,38,798,114,1
-2461,5389,-5555,-842,1977,-1484,1
-3884,10440,-6319,-1006,-1434,751,1
179,13657,-7227,-1132,-1371,-25,1
-1710,10380,-4302,740,-340,314,1
181,5552,-3563,2409,-2776,1209,1
-1226,1533,-3891,2400,-5458,2224,1
184,-3843,-3909,1700,-6070,3715,1
3626,-9400,-870,-6503,-1555,5225,1
8817,-14659,-32550,-8894,3463,-3209,1
-6762,-11985,23144,7246,6076,-4499,1
-2574,-7095,-3309,6071,-2242,6533,1
5776,783,-1367,916,948,408,1
-1655,5664,-5865,-501,3856,-2144,1
1593,11804,-10387,1064,-569,922,1
2967,8800,-8211,540,-2187,-207,1
178,4010,-3895,183,-1891,-658,1
178,-31,-2978,517,-3390,1526,1
901,-5129,-1864,-1695,-5137,2888,1
9930,-8789,14412,-8722,1303,143,1
-447,-11960,-32550,-2536,3849,-6531,1
-9183,-8884,7887,7371,3102,256,1
3654,-4224,-592,3750,-2004,4420,1
2508,1312,-2249,2075,2107,-716,1
-1883,6220,-7304,546,1630,-1430,1
-1169,9964,-9513,843,683,-591,1
-672,9462,-10231,458,1012,-1034,1
55,5959,-7502,-390,-1993,335,1
-689,2711,-4428,-1182,-2875,1257,1
3196,-7071,2468,-5208,-1508,1599,1
4036,-8819,24795,-8601,901,-1800,1
-1830,-11495,30393,3754,4148,-2880,1
-4828,-7699,-390,6701,1091,2313,1
3628,-2774,130,1284,-716,1942,1
1811,1911,-3285,278,3379,-1401,1
-2287,7630,-7784,-1031,2971,-1618,1
-1207,11399,-8396,-2091,1047,-254,1
-526,11276,-4755,-2022,2005,1043,1
3458,8162,-1042,140,-1471,2232,1
4221,4115,-1516,2609,-4298,-146,1
91,-321,-4041,1763,-4073,264,1
2091,-7437,-176,-4526,-1735,417,1
2631,-10596,19807,-7739,1214,-3325,1
-5005,-14033,27580,2208,2700,-3169,1
-3994,-9178,3437,5805,3311,1242,1
2585,-3356,-1220,1124,-303,2192,1
2514,908,-419,-462,2024,-141,1
-295,7835,-6344,-1271,2800,-1080,1
-646,12351,-5775,-3271,224,-666,1
31,10679,2568,894,-931,661,1
2376,4825,1170,4902,-1941,416,1
504,-462,-5654,5083,-3095,333,1
-148,-4619,-8740,-1250,-4957,1786,1
4352,-13117,8417,-9734,1853,-826,1
-5796,-18196,28001,-3537,4380,-4750,1
-4776,-11509,4238,6421,3585,-477,1
1408,-4843,-6386,-339,787,3030,1
2797,839,1667,-2905,1785,896,1
-196,6715,-4184,-3581,2079,-163,1
541,14745,4260,-3960,-224,-490,1
-1408,10879,6629,204,232,222,1
-901,5029,4528,4199,-995,1913,1
-726,1264,-226,4638,-833,2153,1
237,-1871,-1931,2102,-1910,2594,1
1736,-5345,2250,-1240,-2834,1989,1
1677,-9991,9297,-2354,-1602,-1092,1
-1844,-12327,14344,197,3560,-4779,1
-6241,-8529,2434,3202,4720,-2342,1
-1910,-4181,-1923,447,108,1261,1
758,6265,-2359,-3921,634,-549,1
-1157,10323,-415,-5058,2558,-1454,1
-4307,12135,4468,-3819,1445,-702,1
-1799,9593,8004,1916,-1660,2731,1
2548,5822,2905,5666,-3622,2767,1
2781,1629,-1466,5791,-3070,1252,1
1042,-2313,-4640,3252,-2843,952,1
2241,-6132,890,-647,-2903,1161,1
2136,-13095,16211,-3642,1400,-2813,1
-5083,-15128,21763,3692,5073,-4198,1
-4982,-8122,-956,5693,3129,1075,1
1992,-1765,-1773,890,1925,391,1
1853,3394,-4243,-1229,3186,-1781,1
-1521,10337,-7039,-2415,2180,-1753,1
907,15152,-5172,-2903,-446,-398,1
854,13154,3255,-1,-1025,-902,1
287,7692,1282,4517,341,-1143,1
-2696,3819,-5181,3821,2237,-671,1
1895,-847,-3589,325,931,44,1
-405,-8923,-1674,-2641,-6230,617,1
-3052,-16131,22199,-763,15577,-6073,1
-6562,-10011,2326,890,9017,4165,1
3600,-3487,1892,339,824,3402,1
4470,2916,-586,132,4141,926,1
5399,11625,-6848,-76,7567,-2956,1
415,14514,-7922,-262,6062,-5609,1
-5472,12809,-2588,-111,4587,-4878,1
-5727,7960,-2745,1973,8221,-441,1
-2327,3759,-5033,206,6854,4007,1
5691,2984,-1819,-1263,2761,2783,1
3749,-2237,709,-3939,9362,-4760,1
-9365,-14573,14526,1023,3907,-4952,1
-3089,-17303,3058,8068,-3087,-593,1
-14490,-12783,-2524,-1571,10417,-2914,1
-5577,-7982,3205,-2599,-2121,5907,1
2630,2048,88,-1131,4689,-2573,1
1621,8685,-5324,1185,-270,-3112,1
-358,12297,-8838,2250,-1854,-3085,1
-1656,11202,-9016,1526,2995,-3424,1
-5842,7082,-9632,-1024,3331,-309,1
-558,3884,-3503,-2989,-1033,2528,1
1017,1385,61,-2773,-3182,1319,1
1258,-2662,4155,-2028,-5569,3144,1
10712,-15557,14363,3729,-6868,-2202,1
-17093,-23542,-7514,1690,6430,-12798,1
-21215,-15906,4801,-5865,1298,6790,1
5115,-7226,5014,-2379,-7221,10402,1
8543,1952,608,-1466,-807,2040,1
4918,9257,-3214,-1283,5679,-4444,1
-6576,12177,-7372,86,2839,-4375,1
-6262,13304,-4788,-678,-3066,559,1
-4145,10021,-345,61,-3276,3750,1
879,6485,-1329,1689,538,4100,1
2992,2587,-4130,635,-4979,3419,1
6311,-4480,-498,-366,-11506,971,1
-13093,-19571,8689,-2980,-1716,-4965,1
-9772,-11952,6250,-3506,10827,3987,1
4319,-6041,608,-1622,-9150,9433,1
6297,1611,-1208,-2105,-9954,2259,1
950,7783,-4087,-4009,-7686,-36,1
-5407,10226,-2025,-7761,-8129,446,1
3378,11673,8112,-4634,-9371,6726,1
12633,10829,5525,-1807,-9850,3354,1
9941,7862,4268,-397,-10125,-2222,1
5538,4653,1553,587,-11089,-5767,1
1701,-1698,-1700,311,-11925,-6327,1
-3197,-15442,-2020,-2074,-13894,-5585,1
-3513,-20343,14724,-8686,-12280,7299,1
19377,-14306,22923,3263,6705,474,1
-3553,-9964,-2680,8135,4824,-7117,1
-8631,-3272,-6742,4073,-7474,814,1
-1772,6177,-2107,45,-14,4981,1
3585,10679,-3265,-575,7742,7582,1
10781,13735,-4541,-2389,4134,5190,1
12505,11641,-2498,-1033,-2279,2186,1
1410,-553,-4560,640,-6063,-7043,1
-5384,-12048,-8987,-4168,-7451,-1720,1
547,-21274,9498,-12377,-295,4481,1
10187,-15405,29785,-1786,3000,-178,1
-63,-11521,4731,6856,780,-6449,1
-5309,-4991,-4261,3774,-2272,1251,1
3119,1817,-2519,963,2228,1557,1
2502,10050,-2954,977,4062,2421,1
9672,14136,-8841,531,2413,396,1
4972,12461,-10771,-1411,-2340,-1727,1
3920,7173,-3916,-2761,-8515,-979,1
2085,2307,-506,-1765,-7656,-908,1
682,-6906,-2232,-870,-2646,-1004,1
-2175,-18502,2722,-7701,694,4652,1
9104,-15560,-32550,-5670,708,2338,1
3224,-11852,9807,8615,-2293,-2902,1
-3489,-7531,-4160,6089,-2838,-1281,1
3273,-2263,-1138,3146,3948,-141,1
66,5242,-5259,1812,6050,-520,1
-1226,12711,-7906,2701,2907,2827,1
7145,14015,-15468,1888,4242,513,1
3780,7792,-10893,-2631,-25,-1252,1
5909,3483,-2974,-2304,-4752,-1544,1
3795,-7238,-2733,-1292,-2354,-4851,1
-4031,-17493,3122,-10844,5247,-168,1
3382,-20870,-32550,-5952,16692,-1542,1
-3805,-12044,2207,5882,15792,-2381,1
-203,-5163,-1773,3607,2315,4102,1
5776,3467,-1444,752,4225,3865,1
4621,10847,-1277,-1077,7034,1775,1
6702,13983,-76,-304,7235,119,1
6407,9022,2205,3626,-419,-1366,1
3816,3501,-4020,4609,-1936,-1369,1
4773,-3480,-2266,1150,-3937,-1663,1
9713,-15768,-3144,-12558,5770,-8476,1
-21442,-32720,17287,-12290,21117,-18378,1
-16022,-20486,14292,182,1705,10322,1
9597,-10046,-5838,2559,-8903,13987,1
11743,-1609,264,-5867,8656,-1471,1
-1770,6121,-636,-9049,10638,-4272,1
-13877,11805,9109,-5977,3333,1226,1
-56,15843,8478,2732,-50,7699,1
4327,10827,2404,7584,-1291,4917,1
3295,3806,-6846,7254,-3375,4878,1
2995,3298,-4252,3423,-4852,3205,1
9474,1575,3499,4097,-119,834,1
-7549,-12398,-2101,419,-25800,1619,1
6643,-15586,21418,-12060,2455,-4236,1
-9503,-12222,16859,-6372,14742,-7941,1
-10788,-5368,8382,-798,3046,7073,1
3846,2613,4403,-1401,4527,5645,1
2388,9281,170,-1410,8445,-1075,1
-6768,11563,-423,2111,-1889,4030,1
2456,11992,-4117,5338,-7095,6131,1
5330,7285,-5515,8102,-6012,2164,1
-2182,3140,-9249,7267,-7275,376,1
-5199,1332,-8953,3906,-8934,1035,1
1711,-1755,-8565,-2539,-1717,3962,1
8151,-10163,-755,-15756,12105,-3486,1
7815,-32720,18773,-14011,32728,-23439,1
-32715,-22834,4625,-5870,11313,-2216,1
14001,1211,1103,-3651,9022,363,1
-692,6720,-2631,-5224,15261,-5957,1
-8500,12462,2231,-570,4496,1455,1
3431,14536,-2496,2213,-2194,5783,1
5507,8946,-3441,4702,-6682,5791,1
6439,4753,-6955,2299,-1861,1792,1
1877,1439,-4606,1,-7026,514,1
-1340,-2859,-878,1722,-21157,2646,1
884,-9551,-563,5190,32729,7559,1
4163,-9948,3115,-3958,-21582,14975,1
-5663,-5830,10401,4210,12481,-8152,1
816,-2607,-1185,5845,-6450,7492,1
5948,5832,-3448,1600,4179,-1701,1
-299,9900,-6571,422,10399,-6176,1
-357,9378,-9638,464,15511,-7690,1
-844,7100,-10844,-2322,19353,-7351,1
-1896,3717,-6893,-3972,19081,-6398,1
-2311,1223,-2611,-4699,13647,-3511,1
172,-2966,1232,-3925,11390,-1744,1
-2278,-12103,10318,4020,6388,-3372,1
-17953,-21173,-9337,6832,-13312,-3511,1
-12841,-13117,1719,-2412,-5462,7462,1
1169,-4837,2943,744,-5857,6253,1
1675,1204,416,2561,-14087,6163,1
-1228,6325,-4503,5479,-17085,7039,1
-261,6827,-9395,7454,-20121,6878,1
1844,7777,-9067,7732,-16231,3396,1
-4245,4231,-10643,5372,-6396,-803,1
-4807,2071,-9172,461,-2830,930,1
-1695,-831,-3890,-2706,-1146,1831,1
1944,-4188,-3093,-5534,3932,1907,1
10893,-14244,2875,-19005,18090,-6177,1
-3678,-32720,2015,-19739,32728,-23605,1
-26617,-26068,20980,-8071,21675,-1645,1
-2997,-9580,2158,-642,-2813,18457,1
12516,4738,590,-4302,1031,-244,1
174,10533,-640,-2891,9776,-6195,1
-6789,12524,-798,-395,-1066,2029,1
397,10695,187,3091,-9839,2847,1
-3845,5244,-1183,5920,-18456,4078,1
-3718,1268,-1983,9396,-29540,7682,1
-1974,-2756,-2525,11666,-30832,7414,1
15120,-10431,5391,-9058,8022,3619,1
3808,-11938,17740,-9025,10959,-2225,1
1339,-5811,16255,664,2764,1206,1
4780,-1134,2196,321,10387,143,1
598,5637,-2620,-4037,16349,-2268,1
1947,10693,130,-3740,21173,-2906,1
2806,11275,-846,-826,22618,-2662,1
2187,9615,-1139,-424,19503,-2633,1
1414,5606,-1445,1959,11493,-2550,1
-6211,1164,-2297,4771,-9372,1346,1
-2174,-5062,-2608,5737,-18652,3320,1
-2428,-14057,-112,5973,-31027,4117,1
-4866,-14096,11346,1378,-27060,9142,1
13820,-8648,15119,6116,221,5350,1
-1751,-2287,-2736,3311,-3172,1919,1
3708,10497,-5457,-986,4908,-3197,1
-710,11584,-6434,-890,9418,-4241,1
320,11129,-7770,-1646,9111,-3212,1
2447,6033,-6005,-5638,18643,-6752,1
-3291,526,-9795,-9179,29645,-8381,1
-7789,-4657,-5481,-12586,32728,-5141,1
-15020,-11597,3579,-7477,20440,5028,1
6833,-15781,7365,8294,-18624,16983,1
5228,-17161,-453,3934,-24399,-14038,1
-16344,-11286,1879,-2335,-18258,-7446,1
349,211,-3068,1203,-14701,6795,1
5956,7163,-361,-1562,-18922,2377,1
-1417,9063,8486,1617,-20745,1582,1
1546,9379,1572,5784,-20213,3364,1
-199,6206,-709,4223,-18244,2006,1
-2,1300,-2407,3275,-13064,4252,1
3487,-4331,-3171,50,-6254,6189,1
12923,-6416,1324,-5168,-3550,4927,1
12369,-7100,11475,-2739,2072,-3035,1
5094,-8777,4461,925,10141,-10263,1
3731,-1827,-7446,331,25025,-9042,1
3856,-596,-8056,-1509,32728,-11129,1
-513,2116,-10677,-920,32728,-8210,1
-3451,4704,-7511,-730,26319,-1347,1
2363,5016,-3585,2301,3763,4240,1
8005,4162,-6587,2169,-7567,137,1
2684,-819,-8003,-1515,-6850,-4603,1
-1365,-6792,-7498,-5872,-20565,-1158,1
9981,-14101,2092,-7786,32729,4452,1
9564,-15904,-738,-3959,32729,12494,1
17961,-12693,-4727,850,32729,16126,1
20515,-1546,3853,3004,-22776,4258,1
5052,1938,-13070,4794,9490,-5238,1
4494,5213,-14059,-3180,4274,-3764,1
6879,2175,-4193,-6166,7836,-8065,1
3924,-11798,-5491,-4750,32060,-17164,1
-3557,-9415,-16249,-1741,32728,-15389,1
-7596,-2527,-15204,-4406,32728,-7323,1
-7231,-256,-5324,-7261,28885,-537,1
411,911,-670,-2258,6529,4434,1
5514,677,-3365,565,-22778,-2548,1
-464,-2695,-1934,-2913,-27466,-3853,1
-3479,-5606,2239,-3961,-26327,1010,1
-1315,-8490,-2880,-1966,32729,10517,1
7480,-10276,-5735,95,32729,16101,1
15627,-5367,-5170,-782,-30738,12065,1
20518,1002,1047,-27,-9014,3504,1
11006,2055,-7638,72,8488,-6896,1
9048,-490,-1618,-1678,6567,-8116,1
8873,-7836,-3137,682,17958,-15294,1
8466,-17380,-15492,7121,32728,-18811,1
1373,-9513,-23274,3641,32509,-16934,1
-3814,-1357,-17392,-1277,22236,-10037,1
-3503,931,-10472,-2761,13808,-3967,1
1103,-215,-6727,-3574,-5266,-2193,1
-2038,-6041,-3567,-4646,-19977,-2474,1
-7099,-12793,646,-5511,-27062,2910,1
-4404,-14912,6655,-4173,32729,13748,1
5664,-11330,4116,3257,-28202,16097,1
11494,-4154,322,5833,-21197,8687,1
8733,3296,-3786,3961,-9959,2205,1
922,8833,-8232,825,-529,4831,1
1358,9992,-2602,-2137,1344,3558,1
6290,11021,-3767,-1015,2507,3313,1
9338,8769,-3512,5,4786,-1502,1
6150,-5387,-4204,4163,6010,-11150,1
134,-13537,-2625,3132,6399,-11113,1
2772,-15716,-4318,-9022,11538,-9933,1
-5966,-23087,11439,-14267,28478,-17050,1
-25991,-13216,-3213,-9855,32728,-2491,1
-5023,-7943,10375,-6057,12745,8927,1
7432,1131,292,506,-8095,8177,1
2438,8071,-1206,-318,-4095,6638,1
7989,11802,-3856,-1123,-2371,4293,1
12952,13619,936,-822,-7045,318,1
7252,6077,2574,5509,-2196,-8538,1
-5768,-870,-634,7132,-8158,-7541,1
-12074,-7558,-2934,8429,-32131,2377,1
-3424,-14568,-4681,4529,32729,11602,1
16606,-21486,13685,-940,-16668,20677,1
-14367,-2255,-3218,7000,-10080,1319,1
2672,3058,-5606,3658,-8357,2527,1
-2810,12506,-8524,-761,5940,1647,1
429,12959,-8540,-5269,6922,1421,1
2559,13001,1907,-6314,8510,509,1
6396,7805,4344,-583,18450,-4023,1
4596,1577,-3612,1672,21722,-5622,1
4917,-7412,-2513,-897,20181,-5650,1
1666,-21993,-2313,4055,21352,-14554,1
1770,8643,973,2521,-311,-1815,1
-282,4310,-604,4082,-526,-2008,1
-2702,-671,-4263,4066,-3955,396,1
1793,-6908,-2238,237,-8633,3109,1
8202,-9285,13292,-7847,-2523,-2126,1
-4714,-16168,25759,-2242,11325,-7084,1
-10285,-10872,5976,5205,1917,5990,1
8108,-3970,-1679,2296,-3787,7075,1
6897,783,-1820,-805,4644,-513,1
-1065,6522,-4761,-1981,4780,-2015,1
-3354,11808,-3521,-1997,-673,-502,1
1444,13626,-2066,-1209,-800,717,1
2518,10078,-4,1492,904,-383,1
1246,5209,-2778,2747,928,-582,1
3314,-3367,-4854,724,-7065,1896,1
6412,-13075,6500,-8394,-5204,-1289,1
-1460,230,1520,6,159,-615,1
-1576,201,1575,114,117,-570,1
-1323,873,1536,-239,778,-473,1
-1904,1849,689,-351,2113,-1353,1
-3683,5453,-1664,-1649,2523,-645,1
-2568,5992,549,-2245,-3519,1832,1
1877,4042,1640,-1454,-7136,1552,1
3222,-1076,6192,1565,-7089,765,1
1160,-8322,3983,3810,-11103,-1585,1
-4949,-5997,10683,-861,-878,-4213,1
-7899,-9542,8885,2119,7825,1597,1
748,-7075,-1164,2762,-1389,6006,1
4758,-3896,-684,856,-4816,2974,1
1309,2688,-4381,-1738,5759,-1293,1
-820,7382,-5040,-3713,4426,-2367,1
-2437,10220,756,-4204,1083,-1313,1
-866,10442,6449,-543,-292,565,1
1564,8159,4879,3465,-2107,1022,1
1707,4201,2284,6387,-3488,-111,1
132,-9039,-9239,1234,-13527,2150,1
5467,-12285,14593,-13264,-534,-4070,1
8194,-5103,-2321,2162,-5086,8007,1
6818,70,-632,-2039,2653,902,1
678,6279,-1473,-4004,6103,-2066,1
-2647,11849,82,-3180,1313,-2839,1
-4146,12338,2855,-921,-663,-1167,1
-2959,10398,4413,2026,-507,482,1
-1368,6372,1080,4332,-655,1393,1
-76,3398,-1765,4689,-3191,1662,1
3966,322,-3577,3286,-6535,993,1
-1742,-17029,11648,-6043,1853,-7611,1
-17978,-16159,15314,-1003,5560,-1073,1
1445,-10557,5264,3442,1751,6240,1
7276,-3010,-2807,-113,-1431,4029,1
4528,590,-264,-2837,3969,-282,1
46,4771,-1743,-4296,4730,-1607,1
-2144,11977,-557,-4140,-434,-1598,1
-1788,13882,4176,-2399,-1328,-655,1
-2344,11933,6007,687,417,-334,1
-1159,6865,2254,3919,455,274,1
-839,2683,-2437,5364,-4307,934,1
2352,-2113,-5027,2811,-9449,303,1
1758,-16510,8678,-4469,-3330,-4544,1
-18973,-22169,20266,-2319,8493,-5138,1
-11565,-10995,4317,3566,903,6696,1
8479,-4828,-1529,1633,-3898,4837,1
2106,374,-2032,-496,3735,1310,1
763,6712,-3951,-2918,3913,1171,1
480,11408,137,-3346,1898,444,1
2158,13610,1462,-1607,1393,658,1
2865,10600,3772,1347,1262,-246,1
2081,6537,811,3108,1824,-1195,1
